code,tambon_th,tambon_en,amphoe_en,amphoe_th,province_en,province_th,lat,lng
"110412","บางกอบัว","Bang Kobua","Amphoe Phra Pra Daeng","อำเภอพระประแดง","Samut Prakarn","สมุทรปราการ","13.691200","100.579948"
"110413","ทรงคนอง","Song Khanong","Amphoe Phra Pra Daeng","อำเภอพระประแดง","Samut Prakarn","สมุทรปราการ","13.664930","100.545357"
"110414","สำโรง","Sam Rong","Amphoe Phra Pra Daeng","อำเภอพระประแดง","Samut Prakarn","สมุทรปราการ","13.659490","100.584343"
"110415","สำโรงกลาง","Sam Rong Klang","Amphoe Phra Pra Daeng","อำเภอพระประแดง","Samut Prakarn","สมุทรปราการ","13.651110","100.574409"
"110501","นาเกลือ","Na Klua","Amphoe Phra Samut Jadee","อำเภอพระสมุทรเจดีย์","Samut Prakarn","สมุทรปราการ","13.538450","100.492798"
"110502","บ้านคลองสวน","Ban Khlong Suan","Amphoe Phra Samut Jadee","อำเภอพระสมุทรเจดีย์","Samut Prakarn","สมุทรปราการ","13.573180","100.478241"
"110503","แหลมฟ้าผ่า","Laem Fa Pha","Amphoe Phra Samut Jadee","อำเภอพระสมุทรเจดีย์","Samut Prakarn","สมุทรปราการ","13.534020","100.543854"
"110504","ปากคลองบางปลากด","Pak Khlong Bang Pla Kot","Amphoe Phra Samut Jadee","อำเภอพระสมุทรเจดีย์","Samut Prakarn","สมุทรปราการ","13.603990","100.572922"
"110505","ในคลองบางปลากด","Nai Khlong Bang Pla Kot","Amphoe Phra Samut Jadee","อำเภอพระสมุทรเจดีย์","Samut Prakarn","สมุทรปราการ","13.587940","100.547501"
"110601","บางเสาธง","Bang Sao Thong","King Amphoe Bang Sao Thong","กิ่งอำเภอบางเสาธง","Samut Prakarn","สมุทรปราการ","13.612630","100.818893"
"110602","ศีรษะจรเข้น้อย","Srisa Chorakhe Noi","King Amphoe Bang Sao Thong","กิ่งอำเภอบางเสาธง","Samut Prakarn","สมุทรปราการ","13.686190","100.803391"
"110603","ศีรษะจรเข้ใหญ่","Srisa Chorakhe Yai","King Amphoe Bang Sao Thong","กิ่งอำเภอบางเสาธง","Samut Prakarn","สมุทรปราการ","13.633140","100.799294"
"120101","สวนใหญ่","Suan Yai","Amphoe Muang Nonthaburi","อำเภอเมืองนนทบุรี","Nonthaburi","นนทบุรี","13.841500","100.497200"
"120102","ตลาดขวัญ","Talat Kwan","Amphoe Muang Nonthaburi","อำเภอเมืองนนทบุรี","Nonthaburi","นนทบุรี","13.854930","100.510689"
"120103","บางเขน","Bang Khen","Amphoe Muang Nonthaburi","อำเภอเมืองนนทบุรี","Nonthaburi","นนทบุรี","13.852620","100.530853"
"120104","บางกระสอ","Bang Kra So","Amphoe Muang Nonthaburi","อำเภอเมืองนนทบุรี","Nonthaburi","นนทบุรี","13.872460","100.502731"
"120105","ท่าทราย","Tha Sai","Amphoe Muang Nonthaburi","อำเภอเมืองนนทบุรี","Nonthaburi","นนทบุรี","13.884420","100.515106"
"120106","บางไผ่","Bang Phai","Amphoe Muang Nonthaburi","อำเภอเมืองนนทบุรี","Nonthaburi","นนทบุรี","13.820930","100.486053"
"120107","บางศรีเมือง","Bang Sri Muang","Amphoe Muang Nonthaburi","อำเภอเมืองนนทบุรี","Nonthaburi","นนทบุรี","13.843050","100.479111"
"120108","บางกร่าง","Bang Krang","Amphoe Muang Nonthaburi","อำเภอเมืองนนทบุรี","Nonthaburi","นนทบุรี","13.841580","100.453346"
"120109","ไทรม้า","Sai Ma","Amphoe Muang Nonthaburi","อำเภอเมืองนนทบุรี","Nonthaburi","นนทบุรี","13.874930","100.472672"
"120110","บางรักน้อย","Bang Rak Noi","Amphoe Muang Nonthaburi","อำเภอเมืองนนทบุรี","Nonthaburi","นนทบุรี","13.872020","100.458504"
"120201","วัดชลอ","Wat Chalo","Amphoe Bang Kruai","อำเภอบางกรวย","Nonthaburi","นนทบุรี","13.800770","100.470520"
"120202","บางกรวย","Bang Kruai","Amphoe Bang Kruai","อำเภอบางกรวย","Nonthaburi","นนทบุรี","13.806840","100.498466"
"120203","บางสีทอง","Bang Si Thong","Amphoe Bang Kruai","อำเภอบางกรวย","Nonthaburi","นนทบุรี","13.816300","100.467789"
"120204","บางขนุน","Bang Khanun","Amphoe Bang Kruai","อำเภอบางกรวย","Nonthaburi","นนทบุรี","13.817730","100.453667"
"120205","บางขุนกอง","Bang Khun Kong","Amphoe Bang Kruai","อำเภอบางกรวย","Nonthaburi","นนทบุรี","13.822610","100.436119"
"120206","บางคูเวียง","Bang Khu Wiang","Amphoe Bang Kruai","อำเภอบางกรวย","Nonthaburi","นนทบุรี","13.828250","100.415359"
"120207","มหาสวัสดิ์","Mahasawat","Amphoe Bang Kruai","อำเภอบางกรวย","Nonthaburi","นนทบุรี","13.806440","100.437698"
"120208","ปลายบาง","Plai Bang","Amphoe Bang Kruai","อำเภอบางกรวย","Nonthaburi","นนทบุรี","13.816930","100.402260"
"120209","ศาลากลาง","Sala Klang","Amphoe Bang Kruai","อำเภอบางกรวย","Nonthaburi","นนทบุรี","13.813400","100.360703"
"120301","บางม่วง","Bang Muang","Amphoe Bang Yai","อำเภอบางใหญ่","Nonthaburi","นนทบุรี","13.843510","100.407494"
"120302","บางแม่นาง","Bang Mae Nang","Amphoe Bang Yai","อำเภอบางใหญ่","Nonthaburi","นนทบุรี","13.864250","100.385490"
"120303","บางเลน","Bang Len","Amphoe Bang Yai","อำเภอบางใหญ่","Nonthaburi","นนทบุรี","13.854430","100.432663"
"120304","เสาธงหิน","Sao Thong Hin","Amphoe Bang Bua Thong","อำเภอบางบัวทอง","Nonthaburi","นนทบุรี","13.882820","100.397041"
"120305","บางใหญ่","Bang Yai","Amphoe Bang Yai","อำเภอบางใหญ่","Nonthaburi","นนทบุรี","13.833460","100.358841"
"120306","บ้านใหม่","Ban Mai","Amphoe Bang Yai","อำเภอบางใหญ่","Nonthaburi","นนทบุรี","13.863090","100.330307"
"120401","โสนลอย","Sanoe Loi","Amphoe Bang Bua Thong","อำเภอบางบัวทอง","Nonthaburi","นนทบุรี","13.914520","100.422440"
"120402","บางบัวทอง","Bang Bua Thong","Amphoe Bang Bua Thong","อำเภอบางบัวทอง","Nonthaburi","นนทบุรี","13.951120","100.383041"
"120403","บางรักใหญ่","Bang Rak Yai","Amphoe Bang Bua Thong","อำเภอบางบัวทอง","Nonthaburi","นนทบุรี","13.879850","100.435883"
"120404","บางคูรัด","Bang Khu Rat","Amphoe Bang Bua Thong","อำเภอบางบัวทอง","Nonthaburi","นนทบุรี","13.906100","100.352272"
"120405","ละหาร","Lahan","Amphoe Bang Bua Thong","อำเภอบางบัวทอง","Nonthaburi","นนทบุรี","13.961120","100.403816"
"120406","ลำโพ","Lam Pho","Amphoe Bang Bua Thong","อำเภอบางบัวทอง","Nonthaburi","นนทบุรี","13.960670","100.427910"
"120407","พิมลราช","Phimonrat","Amphoe Bang Bua Thong","อำเภอบางบัวทอง","Nonthaburi","นนทบุรี","13.923510","100.398773"
"120408","บางรักพัฒนา","Bang Rak Pattana","Amphoe Bang Bua Thong","อำเภอบางบัวทอง","Nonthaburi","นนทบุรี","13.896360","100.407639"
"120501","ไทรน้อย","Sai Noi","Amphoe Sai Noi","อำเภอไทรน้อย","Nonthaburi","นนทบุรี","13.980780","100.336998"
"120502","ราษฎร์นิยม","Rat Niyom","Amphoe Sai Noi","อำเภอไทรน้อย","Nonthaburi","นนทบุรี","14.084180","100.321198"
"120503","หนองเพรางาย","Nong Prao Ngai","Amphoe Sai Noi","อำเภอไทรน้อย","Nonthaburi","นนทบุรี","13.905940","100.299408"
"120504","ไทรใหญ่","Sai Yai","Amphoe Sai Noi","อำเภอไทรน้อย","Nonthaburi","นนทบุรี","14.087640","100.291428"
"120505","ขุนศรี","Khun Sri","Amphoe Sai Noi","อำเภอไทรน้อย","Nonthaburi","นนทบุรี","14.006580","100.283539"
"120506","คลองขวาง","Khlong Khwang","Amphoe Sai Noi","อำเภอไทรน้อย","Nonthaburi","นนทบุรี","14.017890","100.314934"
"120507","ทวีวัฒนา","Thawi Watthana","Amphoe Sai Noi","อำเภอไทรน้อย","Nonthaburi","นนทบุรี","13.940480","100.312752"
"120601","ปากเกร็ด","Pak Kret","Amphoe Pak Kret","อำเภอปากเกร็ด","Nonthaburi","นนทบุรี","13.915900","100.508453"
"120602","บางตลาด","Bang Talat","Amphoe Pak Kret","อำเภอปากเกร็ด","Nonthaburi","นนทบุรี","13.897360","100.526733"
"120603","บ้านใหม่","Ban Mai","Amphoe Pak Kret","อำเภอปากเกร็ด","Nonthaburi","นนทบุรี","13.933830","100.546883"
"120604","บางพูด","Bang Phut","Amphoe Pak Kret","อำเภอปากเกร็ด","Nonthaburi","นนทบุรี","13.930440","100.517616"
