code,tambon_th,tambon_en,amphoe_en,amphoe_th,province_en,province_th,lat,lng
"800118","โพธิ์เสด็จ","Pho Sadet","Amphoe Muang Nakhon Sri Thammarat","อำเภอเมืองนครศรีธรรมราช","Nakhon Sri Thammarat","นครศรีธรรมราช","8.425070","99.927979"
"800119","บางจาก","Bang Chak","Amphoe Muang Nakhon Sri Thammarat","อำเภอเมืองนครศรีธรรมราช","Nakhon Sri Thammarat","นครศรีธรรมราช","8.379750","100.065369"
"800120","ปากพูน","Pak Phun","Amphoe Muang Nakhon Sri Thammarat","อำเภอเมืองนครศรีธรรมราช","Nakhon Sri Thammarat","นครศรีธรรมราช","8.526890","99.970161"
"800121","ท่าซัก","Tha Sak","Amphoe Muang Nakhon Sri Thammarat","อำเภอเมืองนครศรีธรรมราช","Nakhon Sri Thammarat","นครศรีธรรมราช","8.491310","100.013222"
"800122","ท่าเรือ","Tha Rua","Amphoe Muang Nakhon Sri Thammarat","อำเภอเมืองนครศรีธรรมราช","Nakhon Sri Thammarat","นครศรีธรรมราช","8.339210","100.010269"
"800201","พรหมโลก","Phrom Lok","Amphoe Phrommakhiri","อำเภอพรหมคีรี","Nakhon Sri Thammarat","นครศรีธรรมราช","8.505460","99.803810"
"800202","บ้านเกาะ","Ban Ko","Amphoe Phrommakhiri","อำเภอพรหมคีรี","Nakhon Sri Thammarat","นครศรีธรรมราช","8.529100","99.791039"
"800203","อินคีรี","Inkhiri","Amphoe Phrommakhiri","อำเภอพรหมคีรี","Nakhon Sri Thammarat","นครศรีธรรมราช","8.536150","99.902557"
"800204","ทอนหงส์","Thon Hong","Amphoe Phrommakhiri","อำเภอพรหมคีรี","Nakhon Sri Thammarat","นครศรีธรรมราช","8.580200","99.761131"
"800205","นาเรียง","Na Rieng","Amphoe Phrommakhiri","อำเภอพรหมคีรี","Nakhon Sri Thammarat","นครศรีธรรมราช","8.505650","99.878059"
"800301","เขาแก้ว","Khao Kaeo","Amphoe Lan Saka","อำเภอลานสกา","Nakhon Sri Thammarat","นครศรีธรรมราช","8.372190","99.743721"
"800302","ลานสกา","Lan Saka","Amphoe Lan Saka","อำเภอลานสกา","Nakhon Sri Thammarat","นครศรีธรรมราช","8.304370","99.772881"
"800303","ท่าดี","Tha Di","Amphoe Lan Saka","อำเภอลานสกา","Nakhon Sri Thammarat","นครศรีธรรมราช","8.413200","99.821533"
"800304","กำโลน","Kam Lon","Amphoe Lan Saka","อำเภอลานสกา","Nakhon Sri Thammarat","นครศรีธรรมราช","8.443010","99.756088"
"800305","ขุนทะเล","Khun Tale","Amphoe Lan Saka","อำเภอลานสกา","Nakhon Sri Thammarat","นครศรีธรรมราช","8.347860","99.847588"
"800401","ฉวาง","Chawang","Amphoe Chawang","อำเภอฉวาง","Nakhon Sri Thammarat","นครศรีธรรมราช","8.388780","99.502007"
"800403","ละอาย","La-ai","Amphoe Chawang","อำเภอฉวาง","Nakhon Sri Thammarat","นครศรีธรรมราช","8.462290","99.625412"
"800404","นาแว","Na Wae","Amphoe Chawang","อำเภอฉวาง","Nakhon Sri Thammarat","นครศรีธรรมราช","8.487790","99.521523"
"800405","ไม้เรียง","Mai Riang","Amphoe Chawang","อำเภอฉวาง","Nakhon Sri Thammarat","นครศรีธรรมราช","8.459720","99.475609"
"800406","กะเปียด","Kapiat","Amphoe Chawang","อำเภอฉวาง","Nakhon Sri Thammarat","นครศรีธรรมราช","8.513160","99.455101"
"800407","นากะชะ","Nakacha","Amphoe Chawang","อำเภอฉวาง","Nakhon Sri Thammarat","นครศรีธรรมราช","8.421680","99.453682"
"800409","ห้วยปริก","Huai Prik","Amphoe Chawang","อำเภอฉวาง","Nakhon Sri Thammarat","นครศรีธรรมราช","8.579990","99.455406"
"800410","ไสหร้า","Saira","Amphoe Chawang","อำเภอฉวาง","Nakhon Sri Thammarat","นครศรีธรรมราช","8.439120","99.545807"
"800415","นาเขลียง","Na Klieng","Amphoe Chawang","อำเภอฉวาง","Nakhon Sri Thammarat","นครศรีธรรมราช","8.538010","99.496643"
"800416","จันดี","Chan Di","Amphoe Chawang","อำเภอฉวาง","Nakhon Sri Thammarat","นครศรีธรรมราช","8.387730","99.555222"
"800501","พิปูน","Phi Pun","Amphoe Phi Pun","อำเภอพิปูน","Nakhon Sri Thammarat","นครศรีธรรมราช","8.557700","99.643311"
"800502","กะทูน","Ka Thun","Amphoe Phi Pun","อำเภอพิปูน","Nakhon Sri Thammarat","นครศรีธรรมราช","8.641630","99.529190"
"800503","เขาพระ","Khao Phra","Amphoe Phi Pun","อำเภอพิปูน","Nakhon Sri Thammarat","นครศรีธรรมราช","8.634410","99.616928"
"800504","ยางค้อม","Yang Khom","Amphoe Phi Pun","อำเภอพิปูน","Nakhon Sri Thammarat","นครศรีธรรมราช","8.514750","99.642120"
"800505","ควนกลาง","Khuan Klang","Amphoe Phi Pun","อำเภอพิปูน","Nakhon Sri Thammarat","นครศรีธรรมราช","8.529830","99.548279"
"800601","เชียรใหญ่","Chian Yai","Amphoe Chian Yai","อำเภอเชียรใหญ่","Nakhon Sri Thammarat","นครศรีธรรมราช","8.197770","100.122559"
"800603","ท่าขนาน","Tha Khanan","Amphoe Chian Yai","อำเภอเชียรใหญ่","Nakhon Sri Thammarat","นครศรีธรรมราช","8.137390","100.166481"
"800604","บ้านกลาง","Ban Klang","Amphoe Chian Yai","อำเภอเชียรใหญ่","Nakhon Sri Thammarat","นครศรีธรรมราช","8.152170","100.194344"
"800605","บ้านเนิน","Ban Noen","Amphoe Chian Yai","อำเภอเชียรใหญ่","Nakhon Sri Thammarat","นครศรีธรรมราช","8.184850","100.193703"
"800606","ไสหมาก","Sai Mak","Amphoe Chian Yai","อำเภอเชียรใหญ่","Nakhon Sri Thammarat","นครศรีธรรมราช","8.202880","100.166199"
"800607","ท้องลำเจียก","Thong Lamchiak","Amphoe Chian Yai","อำเภอเชียรใหญ่","Nakhon Sri Thammarat","นครศรีธรรมราช","8.145660","100.115623"
"800610","เสือหึง","Sua Hung","Amphoe Chian Yai","อำเภอเชียรใหญ่","Nakhon Sri Thammarat","นครศรีธรรมราช","8.153820","100.220909"
"800611","การะเกด","Karaket","Amphoe Chian Yai","อำเภอเชียรใหญ่","Nakhon Sri Thammarat","นครศรีธรรมราช","8.064480","100.142632"
"800612","เขาพระบาท","Khao Phrabat","Amphoe Chian Yai","อำเภอเชียรใหญ่","Nakhon Sri Thammarat","นครศรีธรรมราช","8.070830","100.193680"
"800613","แม่เจ้าอยู่หัว","Mae Chao Yu Hua","Amphoe Chian Yai","อำเภอเชียรใหญ่","Nakhon Sri Thammarat","นครศรีธรรมราช","8.069660","100.096169"
"800701","ชะอวด","Cha-uat","Amphoe Cha-uat","อำเภอชะอวด","Nakhon Sri Thammarat","นครศรีธรรมราช","8.005370","100.024773"
"800702","ท่าเสม็ด","Tha Samet","Amphoe Cha-uat","อำเภอชะอวด","Nakhon Sri Thammarat","นครศรีธรรมราช","7.943770","100.008438"
"800703","ท่าประจะ","Tha Pracha","Amphoe Cha-uat","อำเภอชะอวด","Nakhon Sri Thammarat","นครศรีธรรมราช","7.986230","99.963150"
"800704","เคร็ง","Khreng","Amphoe Cha-uat","อำเภอชะอวด","Nakhon Sri Thammarat","นครศรีธรรมราช","7.948910","100.102882"
"800705","วังอ่าง","Wang Ang","Amphoe Cha-uat","อำเภอชะอวด","Nakhon Sri Thammarat","นครศรีธรรมราช","7.917030","99.853409"
"800706","บ้านตูล","Ban Tun","Amphoe Cha-uat","อำเภอชะอวด","Nakhon Sri Thammarat","นครศรีธรรมราช","8.064070","99.997627"
"800707","ขอนหาด","Khon Hat","Amphoe Cha-uat","อำเภอชะอวด","Nakhon Sri Thammarat","นครศรีธรรมราช","7.872870","100.045959"
"800708","เกาะขันธ์","Ko Khan","Amphoe Cha-uat","อำเภอชะอวด","Nakhon Sri Thammarat","นครศรีธรรมราช","7.923740","99.952301"
"800709","ควนหนองหงษ์","Khuan Nong Hong","Amphoe Cha-uat","อำเภอชะอวด","Nakhon Sri Thammarat","นครศรีธรรมราช","8.022340","99.911201"
"800710","เขาพระทอง","Khao Phra Thong","Amphoe Cha-uat","อำเภอชะอวด","Nakhon Sri Thammarat","นครศรีธรรมราช","7.984030","99.874763"
"800711","นางหลง","Nang Long","Amphoe Cha-uat","อำเภอชะอวด","Nakhon Sri Thammarat","นครศรีธรรมราช","7.907110","100.001801"
"800801","ท่าศาลา","Tha Sala","Amphoe Tha Sala","อำเภอท่าศาลา","Nakhon Sri Thammarat","นครศรีธรรมราช","8.649810","99.938652"
"800802","กลาย","Klai","Amphoe Tha Sala","อำเภอท่าศาลา","Nakhon Sri Thammarat","นครศรีธรรมราช","8.818460","99.900772"
"800803","ท่าขึ้น","Tha Khun","Amphoe Tha Sala","อำเภอท่าศาลา","Nakhon Sri Thammarat","นครศรีธรรมราช","8.720110","99.892548"
"800804","หัวตะพาน","Hua Taphan","Amphoe Tha Sala","อำเภอท่าศาลา","Nakhon Sri Thammarat","นครศรีธรรมราช","8.622840","99.872307"
"800806","สระแก้ว","Sra Kaeo","Amphoe Tha Sala","อำเภอท่าศาลา","Nakhon Sri Thammarat","นครศรีธรรมราช","8.753210","99.868500"
"800807","โมคลาน","Moklan","Amphoe Tha Sala","อำเภอท่าศาลา","Nakhon Sri Thammarat","นครศรีธรรมราช","8.591010","99.889847"
"800809","ไทยบุรี","Thaiburi","Amphoe Tha Sala","อำเภอท่าศาลา","Nakhon Sri Thammarat","นครศรีธรรมราช","8.663190","99.878883"
"800810","ดอนตะโก","Don Tako","Amphoe Tha Sala","อำเภอท่าศาลา","Nakhon Sri Thammarat","นครศรีธรรมราช","8.563210","99.884010"
"800811","ตลิ่งชัน","Taling Chan","Amphoe Tha Sala","อำเภอท่าศาลา","Nakhon Sri Thammarat","นครศรีธรรมราช","8.783200","99.820663"
"800813","โพธิ์ทอง","Pho Thong","Amphoe Tha Sala","อำเภอท่าศาลา","Nakhon Sri Thammarat","นครศรีธรรมราช","8.614310","99.930656"
"800901","ปากแพรก","Pak Phraek","Amphoe Thung Song","อำเภอทุ่งสง","Nakhon Sri Thammarat","นครศรีธรรมราช","8.164180","99.688232"
"800902","ชะมาย","Chamai","Amphoe Thung Song","อำเภอทุ่งสง","Nakhon Sri Thammarat","นครศรีธรรมราช","8.159010","99.668610"
"800903","หนองหงส์","Nong Hong","Amphoe Thung Song","อำเภอทุ่งสง","Nakhon Sri Thammarat","นครศรีธรรมราช","8.194160","99.623062"
"800904","ควนกรด","Khuan Krot","Amphoe Thung Song","อำเภอทุ่งสง","Nakhon Sri Thammarat","นครศรีธรรมราช","8.152810","99.608833"
"800905","นาไม้ไผ่","Na Mai Phai","Amphoe Thung Song","อำเภอทุ่งสง","Nakhon Sri Thammarat","นครศรีธรรมราช","8.115480","99.582619"
"800906","นาหลวงเสน","Na Luang Sen","Amphoe Thung Song","อำเภอทุ่งสง","Nakhon Sri Thammarat","นครศรีธรรมราช","8.242630","99.701347"
"800907","เขาโร","Khao Ro","Amphoe Thung Song","อำเภอทุ่งสง","Nakhon Sri Thammarat","นครศรีธรรมราช","8.049550","99.595230"
"800908","กะปาง","Ka Pang","Amphoe Thung Song","อำเภอทุ่งสง","Nakhon Sri Thammarat","นครศรีธรรมราช","8.023010","99.672638"
"800909","ที่วัง","Thi Wang","Amphoe Thung Song","อำเภอทุ่งสง","Nakhon Sri Thammarat","นครศรีธรรมราช","8.085490","99.686073"
"800910","น้ำตก","Nam Tok","Amphoe Thung Song","อำเภอทุ่งสง","Nakhon Sri Thammarat","นครศรีธรรมราช","7.972710","99.765198"
"800911","ถ้ำใหญ่","Tham Yai","Amphoe Thung Song","อำเภอทุ่งสง","Nakhon Sri Thammarat","นครศรีธรรมราช","8.161510","99.741386"
"800912","นาโพธิ์","Na Pho","Amphoe Thung Song","อำเภอทุ่งสง","Nakhon Sri Thammarat","นครศรีธรรมราช","8.212660","99.560257"
"800913","เขาขาว","Khao Khao","Amphoe Thung Song","อำเภอทุ่งสง","Nakhon Sri Thammarat","นครศรีธรรมราช","8.175490","99.498001"
"801001","นาบอน","Na Bon","Amphoe Na Bon","อำเภอนาบอน","Nakhon Sri Thammarat","นครศรีธรรมราช","8.262370","99.615799"
"801002","ทุ่งสง","Thung Song","Amphoe Na Bon","อำเภอนาบอน","Nakhon Sri Thammarat","นครศรีธรรมราช","8.288150","99.492088"
"801003","แก้วแสน","Kaeo Saen","Amphoe Na Bon","อำเภอนาบอน","Nakhon Sri Thammarat","นครศรีธรรมราช","8.275280","99.532654"
"801101","ท่ายาง","Tha Yang","Amphoe Thung Yai","อำเภอทุ่งใหญ่","Nakhon Sri Thammarat","นครศรีธรรมราช","8.304010","99.346573"
"801102","ทุ่งสัง","Thung Sang","Amphoe Thung Yai","อำเภอทุ่งใหญ่","Nakhon Sri Thammarat","นครศรีธรรมราช","8.368540","99.341049"
"801103","ทุ่งใหญ่","Thung Yai","Amphoe Thung Yai","อำเภอทุ่งใหญ่","Nakhon Sri Thammarat","นครศรีธรรมราช","8.367230","99.429909"
"801104","กุแหระ","Ku Rae","Amphoe Thung Yai","อำเภอทุ่งใหญ่","Nakhon Sri Thammarat","นครศรีธรรมราช","8.188370","99.347267"
"801105","ปริก","Prik","Amphoe Thung Yai","อำเภอทุ่งใหญ่","Nakhon Sri Thammarat","นครศรีธรรมราช","8.282820","99.435173"
"801106","บางรูป","Bang Rup","Amphoe Thung Yai","อำเภอทุ่งใหญ่","Nakhon Sri Thammarat","นครศรีธรรมราช","8.398920","99.282227"
"801107","กรุงหยัน","Krung Yan","Amphoe Thung Yai","อำเภอทุ่งใหญ่","Nakhon Sri Thammarat","นครศรีธรรมราช","8.189140","99.408096"
"801201","ปากพนัง","Pak Phanang","Amphoe Pak Phanang","อำเภอปากพนัง","Nakhon Sri Thammarat","นครศรีธรรมราช","8.351230","100.199112"
"801202","คลองน้อย","Khlong Noi","Amphoe Pak Phanang","อำเภอปากพนัง","Nakhon Sri Thammarat","นครศรีธรรมราช","8.352000","100.107201"
"801203","ป่าระกำ","Pa Rakam","Amphoe Pak Phanang","อำเภอปากพนัง","Nakhon Sri Thammarat","นครศรีธรรมราช","8.240870","100.119873"
"801204","ชะเมา","Chamao","Amphoe Pak Phanang","อำเภอปากพนัง","Nakhon Sri Thammarat","นครศรีธรรมราช","8.284400","100.041969"
"801205","คลองกระบือ","Khlong Krabu","Amphoe Pak Phanang","อำเภอปากพนัง","Nakhon Sri Thammarat","นครศรีธรรมราช","8.320720","100.146683"
"801206","เกาะทวด","Ko Thuat","Amphoe Pak Phanang","อำเภอปากพนัง","Nakhon Sri Thammarat","นครศรีธรรมราช","8.273680","100.084602"
"801207","บ้านใหม่","Ban Mai","Amphoe Pak Phanang","อำเภอปากพนัง","Nakhon Sri Thammarat","นครศรีธรรมราช","8.278640","100.148949"
"801208","หูล่อง","Hu Long","Amphoe Pak Phanang","อำเภอปากพนัง","Nakhon Sri Thammarat","นครศรีธรรมราช","8.311200","100.185081"
"801209","แหลมตะลุมพุก","Laem Talumpuk","Amphoe Pak Phanang","อำเภอปากพนัง","Nakhon Sri Thammarat","นครศรีธรรมราช","8.468370","100.182892"
"801210","ปากพนังฝั่งตะวันตก","Phak Phanang Fangtawantok","Amphoe Pak Phanang","อำเภอปากพนัง","Nakhon Sri Thammarat","นครศรีธรรมราช","8.358040","100.168633"
"801211","บางศาลา","Bang Sala","Amphoe Pak Phanang","อำเภอปากพนัง","Nakhon Sri Thammarat","นครศรีธรรมราช","8.248110","100.180313"
"801212","บางพระ","Bang Phra","Amphoe Pak Phanang","อำเภอปากพนัง","Nakhon Sri Thammarat","นครศรีธรรมราช","8.337940","100.224922"
"801213","บางตะพง","Bang Taphong","Amphoe Pak Phanang","อำเภอปากพนัง","Nakhon Sri Thammarat","นครศรีธรรมราช","8.232660","100.160263"
"801214","ปากพนังฝั่งตะวันออก","Phak Phanang Fangtawanok","Amphoe Pak Phanang","อำเภอปากพนัง","Nakhon Sri Thammarat","นครศรีธรรมราช","8.396170","100.198891"
"801215","บ้านเพิง","Ban Phoeng","Amphoe Pak Phanang","อำเภอปากพนัง","Nakhon Sri Thammarat","นครศรีธรรมราช","8.305380","100.226952"
"801216","ท่าพยา","Tha Phaya","Amphoe Pak Phanang","อำเภอปากพนัง","Nakhon Sri Thammarat","นครศรีธรรมราช","8.270890","100.252968"
"801217","ปากแพรก","Pak Phraek","Amphoe Pak Phanang","อำเภอปากพนัง","Nakhon Sri Thammarat","นครศรีธรรมราช","8.243350","100.213516"
"801218","ขนาบนาก","Khamapnak","Amphoe Pak Phanang","อำเภอปากพนัง","Nakhon Sri Thammarat","นครศรีธรรมราช","8.210650","100.261887"
"801301","ร่อนพิบูลย์","Ron Phi Pun","Amphoe Ron Phi Pun","อำเภอร่อนพิบูลย์","Nakhon Sri Thammarat","นครศรีธรรมราช","8.189060","99.831841"
"801302","หินตก","Hin Tok","Amphoe Ron Phi Pun","อำเภอร่อนพิบูลย์","Nakhon Sri Thammarat","นครศรีธรรมราช","8.258950","99.846428"
"801303","เสาธง","Sao Thong","Amphoe Ron Phi Pun","อำเภอร่อนพิบูลย์","Nakhon Sri Thammarat","นครศรีธรรมราช","8.256840","99.915916"
"801304","ควนเกย","Khuan Koei","Amphoe Ron Phi Pun","อำเภอร่อนพิบูลย์","Nakhon Sri Thammarat","นครศรีธรรมราช","8.134240","99.896797"
"801305","ควนพัง","Khuan Phang","Amphoe Ron Phi Pun","อำเภอร่อนพิบูลย์","Nakhon Sri Thammarat","นครศรีธรรมราช","8.136510","99.991211"
"801306","ควนชุม","Khuan Chum","Amphoe Ron Phi Pun","อำเภอร่อนพิบูลย์","Nakhon Sri Thammarat","นครศรีธรรมราช","8.175760","99.921692"
"801401","สิชล","Sichon","Amphoe Sichon","อำเภอสิชล","Nakhon Sri Thammarat","นครศรีธรรมราช","9.028770","99.875252"
"801402","ทุ่งปรัง","Thung Prang","Amphoe Sichon","อำเภอสิชล","Nakhon Sri Thammarat","นครศรีธรรมราช","8.965540","99.877922"
"801403","ฉลอง","Chalong","Amphoe Sichon","อำเภอสิชล","Nakhon Sri Thammarat","นครศรีธรรมราช","8.925480","99.823158"
"801404","เสาเภา","Sao Phao","Amphoe Sichon","อำเภอสิชล","Nakhon Sri Thammarat","นครศรีธรรมราช","8.898350","99.891418"
"801405","เปลี่ยน","Plian","Amphoe Sichon","อำเภอสิชล","Nakhon Sri Thammarat","นครศรีธรรมราช","8.855730","99.777847"
"801406","สี่ขีด","Si Khit","Amphoe Sichon","อำเภอสิชล","Nakhon Sri Thammarat","นครศรีธรรมราช","9.023360","99.790619"
"801407","เทพราช","Thappharat","Amphoe Sichon","อำเภอสิชล","Nakhon Sri Thammarat","นครศรีธรรมราช","8.879850","99.833229"
"801408","เขาน้อย","Khao Noi","Amphoe Sichon","อำเภอสิชล","Nakhon Sri Thammarat","นครศรีธรรมราช","8.937520","99.738808"
"801409","ทุ่งใส","Thung Sai","Amphoe Sichon","อำเภอสิชล","Nakhon Sri Thammarat","นครศรีธรรมราช","9.081910","99.863640"
"801501","ขนอม","Khanom","Amphoe Khanom","อำเภอขนอม","Nakhon Sri Thammarat","นครศรีธรรมราช","9.161400","99.857697"
"801502","ควนทอง","Khuan Thong","Amphoe Khanom","อำเภอขนอม","Nakhon Sri Thammarat","นครศรีธรรมราช","9.191020","99.786186"
"801503","ท้องเนียน","Thong Nian","Amphoe Khanom","อำเภอขนอม","Nakhon Sri Thammarat","นครศรีธรรมราช","9.276770","99.808517"
"801601","หัวไทร","Hua Sai","Amphoe Hua Sai","อำเภอหัวไทร","Nakhon Sri Thammarat","นครศรีธรรมราช","8.034410","100.286827"
"801602","หน้าสตน","Na Saton","Amphoe Hua Sai","อำเภอหัวไทร","Nakhon Sri Thammarat","นครศรีธรรมราช","8.017550","100.313278"
"801603","ทรายขาว","Sai Khao","Amphoe Hua Sai","อำเภอหัวไทร","Nakhon Sri Thammarat","นครศรีธรรมราช","8.039030","100.227768"
"801604","แหลม","Laem","Amphoe Hua Sai","อำเภอหัวไทร","Nakhon Sri Thammarat","นครศรีธรรมราช","7.970750","100.191971"
"801605","เขาพังไกร","Khao Phang Kri","Amphoe Hua Sai","อำเภอหัวไทร","Nakhon Sri Thammarat","นครศรีธรรมราช","7.973280","100.268883"
"801606","บ้านราม","Ban Ram","Amphoe Hua Sai","อำเภอหัวไทร","Nakhon Sri Thammarat","นครศรีธรรมราช","8.081200","100.246529"
"801607","บางนบ","Bang Nop","Amphoe Hua Sai","อำเภอหัวไทร","Nakhon Sri Thammarat","นครศรีธรรมราช","8.106650","100.248489"
"801608","ท่าซอม","Tha Som","Amphoe Hua Sai","อำเภอหัวไทร","Nakhon Sri Thammarat","นครศรีธรรมราช","8.144380","100.249870"
"801609","ควนชะลิก","Khuan Chalik","Amphoe Hua Sai","อำเภอหัวไทร","Nakhon Sri Thammarat","นครศรีธรรมราช","7.917350","100.201950"
"801610","รามแก้ว","Ram Kaeo","Amphoe Hua Sai","อำเภอหัวไทร","Nakhon Sri Thammarat","นครศรีธรรมราช","7.937970","100.289284"
"801611","เกาะเพชร","Ko Phet","Amphoe Hua Sai","อำเภอหัวไทร","Nakhon Sri Thammarat","นครศรีธรรมราช","8.127700","100.285202"
"801701","บางขัน","Bang Khan","Amphoe Bang Khan","อำเภอบางขัน","Nakhon Sri Thammarat","นครศรีธรรมราช","8.086280","99.465912"
"801702","บ้านลำนาว","Ban Lamnao","Amphoe Bang Khan","อำเภอบางขัน","Nakhon Sri Thammarat","นครศรีธรรมราช","7.979010","99.463577"
"801703","วังหิน","Wang Hin","Amphoe Bang Khan","อำเภอบางขัน","Nakhon Sri Thammarat","นครศรีธรรมราช","7.978800","99.557007"
"801704","บ้านนิคม","Ban Nikhom","Amphoe Bang Khan","อำเภอบางขัน","Nakhon Sri Thammarat","นครศรีธรรมราช","7.921950","99.507492"
"801801","ถ้ำพรรณรา","Tham Phannara","Amphoe Tham Phannara","อำเภอถ้ำพรรณรา","Nakhon Sri Thammarat","นครศรีธรรมราช","8.423020","99.372360"
"801802","คลองเส","Khlong Se","Amphoe Tham Phannara","อำเภอถ้ำพรรณรา","Nakhon Sri Thammarat","นครศรีธรรมราช","8.493870","99.411201"
"801803","ดุสิต","Dusit","Amphoe Tham Phannara","อำเภอถ้ำพรรณรา","Nakhon Sri Thammarat","นครศรีธรรมราช","8.493020","99.336861"
"801901","บ้านควนมุด","Ban Kuan Mut","Amphoe Chulaphon","อำเภอจุฬาภรณ์","Nakhon Sri Thammarat","นครศรีธรรมราช","8.042990","99.912842"
"801902","บ้านชะอวด","Ban Cha Uat","Amphoe Chulaphon","อำเภอจุฬาภรณ์","Nakhon Sri Thammarat","นครศรีธรรมราช","8.052920","99.933403"
"801903","ควนหนองคว้า","Khuan Nong Kwa","Amphoe Chulaphon","อำเภอจุฬาภรณ์","Nakhon Sri Thammarat","นครศรีธรรมราช","8.093590","99.932312"
"801904","ทุ่งโพธิ์","Thung Pho","Amphoe Chulaphon","อำเภอจุฬาภรณ์","Nakhon Sri Thammarat","นครศรีธรรมราช","8.109400","99.826286"
"801905","นาหมอบุญ","Na Mo Bun","Amphoe Chulaphon","อำเภอจุฬาภรณ์","Nakhon Sri Thammarat","นครศรีธรรมราช","8.036130","99.845390"
"801906","สามตำบล","Sam Tambon","Amphoe Chulaphon","อำเภอจุฬาภรณ์","Nakhon Sri Thammarat","นครศรีธรรมราช","8.075000","99.853958"
"802001","นาพรุ","Na Phru","Amphoe Phra Phrom","อำเภอพระพรหม","Nakhon Sri Thammarat","นครศรีธรรมราช","8.337530","99.913612"
"802002","นาสาร","Na San","Amphoe Phra Phrom","อำเภอพระพรหม","Nakhon Sri Thammarat","นครศรีธรรมราช","8.376090","99.920700"
"802003","ท้ายสำเภา","Thai Sam Phao","Amphoe Phra Phrom","อำเภอพระพรหม","Nakhon Sri Thammarat","นครศรีธรรมราช","8.297390","99.910309"
"802004","ช้างซ้าย","Chang Sai","Amphoe Phra Phrom","อำเภอพระพรหม","Nakhon Sri Thammarat","นครศรีธรรมราช","8.311650","99.966217"
"802101","นบพิตำ","Nopphitam","King Amphoe Nophi Tam","กิ่งอำเภอนบพิตำ","Nakhon Sri Thammarat","นครศรีธรรมราช","8.725870","99.727287"
"802102","กรุงชิง","Krung Ching","King Amphoe Nophi Tam","กิ่งอำเภอนบพิตำ","Nakhon Sri Thammarat","นครศรีธรรมราช","8.801920","99.620758"
"802103","กะหรอ","Karo","King Amphoe Nophi Tam","กิ่งอำเภอนบพิตำ","Nakhon Sri Thammarat","นครศรีธรรมราช","8.670960","99.819878"
"802104","นาเหรง","Na Reng","King Amphoe Nophi Tam","กิ่งอำเภอนบพิตำ","Nakhon Sri Thammarat","นครศรีธรรมราช","8.658050","99.750900"
"802201","ช้างกลาง","Chang Klang","King Amphoe Chang Klang","กิ่งอำเภอช้างกลาง","Nakhon Sri Thammarat","นครศรีธรรมราช","8.350080","99.645248"
"802202","หลักช้าง","Lak Chang","King Amphoe Chang Klang","กิ่งอำเภอช้างกลาง","Nakhon Sri Thammarat","นครศรีธรรมราช","8.348970","99.550102"
"802203","สวนขัน","Suan Khan","King Amphoe Chang Klang","กิ่งอำเภอช้างกลาง","Nakhon Sri Thammarat","นครศรีธรรมราช","8.414250","99.624893"
"802301","เชียรเขา","Chian Khao","Amphoe Chalermphrakiet","อำเภอเฉลิมพระเกียรติ","Nakhon Sri Thammarat","นครศรีธรรมราช","8.183980","100.079483"
"802302","ดอนตรอ","Don Tro","Amphoe Chalermphrakiet","อำเภอเฉลิมพระเกียรติ","Nakhon Sri Thammarat","นครศรีธรรมราช","8.213980","100.041237"
"802303","สวนหลวง","Suan Luang","Amphoe Chalermphrakiet","อำเภอเฉลิมพระเกียรติ","Nakhon Sri Thammarat","นครศรีธรรมราช","8.114510","100.064827"
"802304","ทางพูน","Thang Phun","Amphoe Chalermphrakiet","อำเภอเฉลิมพระเกียรติ","Nakhon Sri Thammarat","นครศรีธรรมราช","8.217800","99.983208"
"810101","ปากน้ำ","Pak Nam","Amphoe Muang Krabi","อำเภอเมืองกระบี่","Krabi","กระบี่","8.076780","98.913353"
"810102","กระบี่ใหญ่","Krabi Yai","Amphoe Muang Krabi","อำเภอเมืองกระบี่","Krabi","กระบี่","8.099550","98.907349"
"810103","กระบี่น้อย","Krabi Noi","Amphoe Muang Krabi","อำเภอเมืองกระบี่","Krabi","กระบี่","8.161610","98.960381"
"810105","เขาคราม","Khao Khram","Amphoe Muang Krabi","อำเภอเมืองกระบี่","Krabi","กระบี่","8.224330","98.816689"
"810106","เขาทอง","Khao Thong","Amphoe Muang Krabi","อำเภอเมืองกระบี่","Krabi","กระบี่","8.155760","98.782097"
"810111","ทับปริก","Thap Prik","Amphoe Muang Krabi","อำเภอเมืองกระบี่","Krabi","กระบี่","8.197090","98.893707"
"810115","ไสไทย","Sai Thai","Amphoe Muang Krabi","อำเภอเมืองกระบี่","Krabi","กระบี่","8.073590","98.874489"
"810116","อ่าวนาง","Ao Nang","Amphoe Muang Krabi","อำเภอเมืองกระบี่","Krabi","กระบี่","7.965840","98.809822"
"810117","หนองทะเล","Nong Tale","Amphoe Muang Krabi","อำเภอเมืองกระบี่","Krabi","กระบี่","8.095150","98.792519"
"810118","คลองประสงค์","Khlong Prasong","Amphoe Muang Krabi","อำเภอเมืองกระบี่","Krabi","กระบี่","8.040600","98.944359"
"810201","เขาพนม","Khao Phanom","Amphoe Khao Phanom","อำเภอเขาพนม","Krabi","กระบี่","8.236160","99.024918"
"810202","เขาดิน","Khao Din","Amphoe Khao Phanom","อำเภอเขาพนม","Krabi","กระบี่","8.334650","99.098717"
